model,site,task,epoch,train_loss,elapsed_s,seed,val_macro_auc,val_micro_auc
local_C,C,multilabel,1,0.448249854201818,29.812449233606458,42,0.5918571845772401,0.7053743655992868
local_C,C,multilabel,2,0.4419538038272927,29.983814446255565,42,0.5980153004323854,0.7087164161116617
local_C,C,multilabel,3,0.4402845830377871,29.601306072436273,42,0.6031471790517133,0.7119074423961798
local_C,C,multilabel,4,0.4391946565278255,29.973066778853536,42,0.6039667993531386,0.7123196874532548
local_C,C,multilabel,5,0.43864895349001365,29.775260424241424,42,0.6065530268346437,0.7128789894002414
local_C,C,multilabel,6,0.43829861576974827,29.41645175497979,42,0.6058862454969968,0.7125276925859846
local_C,C,multilabel,7,0.4378209129302171,29.79995879996568,42,0.6048786806272304,0.7152795255077486
local_C,C,multilabel,8,0.43720590296017864,29.649860855191946,42,0.6075054316444537,0.7156405816170797
local_C,C,multilabel,9,0.43675951181101974,29.9485566560179,42,0.6104492561523372,0.715173218809807
local_C,C,multilabel,10,0.43640152838108315,30.064623727463186,42,0.6115586581794258,0.7156625195817374
local_C,C,multilabel,11,0.4362570126778888,29.89270261116326,42,0.6147972493326544,0.7176366775587744
local_C,C,multilabel,12,0.435603137977802,29.64622121863067,42,0.6147672452254876,0.7173832245394965
local_C,C,multilabel,13,0.4351912166950476,29.74765019584447,42,0.6166849757810344,0.7195605339950061
local_C,C,multilabel,14,0.4349566438119777,29.570681777782738,42,0.6136817006554068,0.7173962749836973
local_C,C,multilabel,15,0.4342905906212591,29.83969776239246,42,0.6164877952380414,0.7197633102977471
local_C,C,multilabel,16,0.43378204400957066,29.72975027281791,42,0.6189902190540942,0.7184113311028176
local_C,C,multilabel,17,0.4334707044771988,29.617832568474114,42,0.6203625603006796,0.7197727351338354
local_C,C,multilabel,18,0.4327976594876199,29.825795229524374,42,0.6197819970641786,0.720323932630642
local_C,C,multilabel,19,0.43278423462906024,29.48019649926573,42,0.6207132813897884,0.7211140080058023
local_C,C,multilabel,20,0.4323733501190687,29.741376572288573,42,0.621100540624896,0.7216792709571223
local_C,C,multilabel,21,0.43181580696662847,29.73688283469528,42,0.6186719848037119,0.7191556750283769
local_C,C,multilabel,22,0.4315742601225846,29.664905259385705,42,0.6217078217311507,0.7214405577634647
local_C,C,multilabel,23,0.4310688415583033,29.68948168773204,42,0.621604555244478,0.7210406502439918
local_C,C,multilabel,24,0.4310571389259213,29.842532265931368,42,0.6204958053169652,0.7217568287239985
local_C,C,multilabel,25,0.4303637152388148,29.72060157265514,42,0.6211332098782971,0.722137496126783
local_C,C,multilabel,26,0.4301960807647148,29.71928988583386,42,0.6219878128346255,0.7222961071204772
local_C,C,multilabel,27,0.42970677318364164,29.76658982411027,42,0.6190014713957352,0.7207598599286932
local_C,C,multilabel,28,0.42884154683046966,29.990065743215382,42,0.6215214370015704,0.7207392212644859
local_C,C,multilabel,29,0.42853494064651265,29.839453839696944,42,0.6209392319116582,0.7220722511766275
local_C,C,multilabel,30,0.4281505746562986,29.6043190471828,42,0.6202298721406874,0.7205445828578236
local_C,C,multilabel,31,0.42793263125158576,29.791802264750004,42,0.6215057004666937,0.7212123436736156
local_C,C,multilabel,32,0.4273620543688753,29.734718372114003,42,0.6187494211121313,0.719693621042049
local_C,C,multilabel,33,0.42654138607700376,29.521508852019906,42,0.6204441750486542,0.7217427665413664
local_C,C,multilabel,34,0.42615056375082394,29.908437519334257,42,0.6209810825917791,0.7208121903994967
local_C,C,multilabel,35,0.4257275292473118,29.856839354149997,42,0.6224528397069667,0.72152937989085
local_C,C,multilabel,36,0.42522954897288856,29.940736678428948,42,0.6174133730382638,0.7183865949524944
local_C,C,multilabel,37,0.42474736925894324,30.114696972072124,42,0.6171537394493852,0.7193512910004873
local_C,C,multilabel,38,0.4240439499381685,29.651966686360538,42,0.6198735988300009,0.7199685946793375
local_C,C,multilabel,39,0.42364546689238863,30.0707762632519,42,0.6181607538882744,0.7188789727470923
local_C,C,multilabel,40,0.4232471858280419,29.687133730389178,42,0.614729108139785,0.7166849425235577
local_C,C,multilabel,41,0.4223392084784751,29.612534421496093,42,0.6120734011014083,0.7156401766308731
local_C,C,multilabel,42,0.4216442139696901,30.117353538051248,42,0.6179294570388446,0.7188446652531033
local_C,C,multilabel,43,0.4207494944116495,29.80894941277802,42,0.6148441954311372,0.7172735554381227
local_C,C,multilabel,44,0.42043456076270475,29.87251938227564,42,0.615217458553178,0.7161872955457674
local_C,C,multilabel,45,0.41996886782402537,29.925977615639567,42,0.6156743942841558,0.7169345005498229
local_C,C,multilabel,46,0.41908130234610425,29.56438204832375,42,0.6112256736681843,0.7141679928765239
local_C,C,multilabel,47,0.41839758181658976,30.1472642486915,42,0.6127921642188189,0.7151225053754902
local_C,C,multilabel,48,0.4177640853789601,29.84332706965506,42,0.6097488708948672,0.7125252092280165
local_C,C,multilabel,49,0.41695119755981613,29.705942519009113,42,0.614811247333395,0.7119893143204277
local_C,C,multilabel,50,0.4159257559880723,29.89497941918671,42,0.6105608241368548,0.712973891410317
local_C,C,multilabel,1,0.44925396416309105,29.79052497446537,123,0.5924241239005211,0.7048093734870367
local_C,C,multilabel,2,0.44221267495712224,29.61773511208594,123,0.6041712916314615,0.7121287240964678
local_C,C,multilabel,3,0.4403858374070077,29.758240623399615,123,0.6039264691664826,0.7081900656456029
local_C,C,multilabel,4,0.4394882771655591,29.860110376030207,123,0.6043373536291383,0.7126629259872133
local_C,C,multilabel,5,0.43847325846661617,29.74639952275902,123,0.6058919789184112,0.7136289867732843
local_C,C,multilabel,6,0.438017795011945,29.90948668308556,123,0.6079883020288956,0.7140926152732743
local_C,C,multilabel,7,0.43761531475686677,29.601074274629354,123,0.6081939880163607,0.7142264006852209
local_C,C,multilabel,8,0.43712168986344857,29.96739710215479,123,0.6081490135931475,0.715683030642571
local_C,C,multilabel,9,0.4368450230490552,29.74533474072814,123,0.6091993852624037,0.7121749350584623
local_C,C,multilabel,10,0.43647317120628637,29.443082561716437,123,0.609764664891435,0.7151372226614832
local_C,C,multilabel,11,0.43648892140736545,29.912993249483407,123,0.6131438257276826,0.7174076204141562
local_C,C,multilabel,12,0.43551450228169014,29.686175691895187,123,0.6143436052157969,0.7173275523871762
local_C,C,multilabel,13,0.4350456830358853,29.69101111870259,123,0.6173742354680878,0.7196313266018141
local_C,C,multilabel,14,0.43489385978148803,29.701968972571194,123,0.6151384649227275,0.7170260052563981
local_C,C,multilabel,15,0.4345456052870646,29.562356289476156,123,0.6176385060875387,0.7187028190160618
local_C,C,multilabel,16,0.4341215269408957,29.88862159010023,123,0.6189725376028189,0.7194780022413464
local_C,C,multilabel,17,0.43387806948519103,29.571250760927796,123,0.6191045761336376,0.7204124646512117
local_C,C,multilabel,18,0.43312632700387577,29.698737267404795,123,0.615770456915255,0.7188533542794235
local_C,C,multilabel,19,0.4332043244673388,29.71511402633041,123,0.6156413273977462,0.7173038003460638
local_C,C,multilabel,20,0.4329620351756576,29.426503635011613,123,0.6197945020087058,0.7203408231729566
local_C,C,multilabel,21,0.4322499202115692,29.81039751879871,123,0.6160985184617379,0.7189425639429814
local_C,C,multilabel,22,0.4316975610317105,29.617648334242404,123,0.6211422241511734,0.7199058661695059
local_C,C,multilabel,23,0.4316558870520905,29.66025905031711,123,0.6184872387696911,0.7178918101438275
local_C,C,multilabel,24,0.4312633438049442,29.858423341065645,123,0.6194260530754038,0.720848811113622
local_C,C,multilabel,25,0.4308008579877171,29.59866973757744,123,0.618962586306447,0.7209799266703618
local_C,C,multilabel,26,0.43034380380689663,30.09099862165749,123,0.619247855461282,0.7216086633933836
local_C,C,multilabel,27,0.4301950149510029,30.298822462558746,123,0.6180007207687714,0.7194599112821075
local_C,C,multilabel,28,0.42974520186438175,30.362367727793753,123,0.6208561172279887,0.7195828616770906
local_C,C,multilabel,29,0.42945202434585045,30.00965350214392,123,0.6199960099320253,0.7210936281837663
local_C,C,multilabel,30,0.4287845422751712,29.900599360466003,123,0.6178562923972438,0.7200287224070137
local_C,C,multilabel,31,0.428303018321086,30.318909540772438,123,0.6177620403945122,0.7194135523583661
local_C,C,multilabel,32,0.42803551126135525,30.345664621330798,123,0.6215074743319894,0.7219646317271673
local_C,C,multilabel,33,0.4275566208971678,30.18745526112616,123,0.6162734510450076,0.7193368925411578
local_C,C,multilabel,34,0.42722977219271835,30.429201673716307,123,0.6187776639166038,0.7206628399207372
local_C,C,multilabel,35,0.4265977018070917,30.180512877181172,123,0.618577734593198,0.7181257296677199
local_C,C,multilabel,36,0.42596257537820914,30.45311587303877,123,0.6188409759105277,0.7208098284646822
local_C,C,multilabel,37,0.42548684960734234,30.173557857982814,123,0.6167080549770185,0.7194708390023767
local_C,C,multilabel,38,0.42515044044839206,30.096055074594915,123,0.6191839433819198,0.7198783231085005
local_C,C,multilabel,39,0.4243547394327874,30.293342257849872,123,0.618015557171661,0.7189082659010941
local_C,C,multilabel,40,0.42365951477176084,29.914109342731535,123,0.615229612130473,0.7165783922522244
local_C,C,multilabel,41,0.42340116975081227,29.98596256505698,123,0.6179410110447899,0.7182342983263227
local_C,C,multilabel,42,0.4225424168101192,30.313709925860167,123,0.616664199344942,0.7192180607177483
local_C,C,multilabel,43,0.42198468081272433,30.04231454152614,123,0.6157462172072307,0.7171702701408649
local_C,C,multilabel,44,0.4217165510584838,30.364251349121332,123,0.613531672683891,0.7164133018427693
local_C,C,multilabel,45,0.4206056715580669,29.932697474956512,123,0.6112514230685533,0.7146539432419204
local_C,C,multilabel,46,0.4201156206592156,30.165270843543112,123,0.6133653720577024,0.7165816183272657
local_C,C,multilabel,47,0.41929149029463747,30.521824513562024,123,0.6144825017666298,0.7158869295641679
local_C,C,multilabel,1,0.4482608390768079,29.92222006712109,7,0.59346589538052,0.7068787857467109
local_C,C,multilabel,2,0.441748304197388,30.24546275380999,7,0.5950717693685285,0.7101602795514064
local_C,C,multilabel,3,0.4402787707147807,30.318849737755954,7,0.6025922761110902,0.7102615482791065
local_C,C,multilabel,4,0.4392826419024572,30.135981866158545,7,0.6029916387720758,0.7122305770367656
local_C,C,multilabel,5,0.4385351811664818,30.465736974962056,7,0.607773901809281,0.7129371623605639
local_C,C,multilabel,6,0.4382026360852875,30.000540636479855,7,0.6101739157019075,0.7154115411954107
local_C,C,multilabel,7,0.437979477491692,30.148629023693502,7,0.6099834261756698,0.7155881937065807
local_C,C,multilabel,8,0.43716497371231555,30.395270870998502,7,0.6088716081356231,0.7155139398128142
local_C,C,multilabel,9,0.43704216617302305,30.096569763496518,7,0.608383097900543,0.7157512959027834
local_C,C,multilabel,10,0.43666573347401444,30.376951465383172,7,0.6081632155424073,0.7161475719974663
local_C,C,multilabel,11,0.4363388768295302,30.329177552834153,7,0.6121818149033647,0.7162950233308554
local_C,C,multilabel,12,0.43586182855341554,30.091599005274475,7,0.6137087595037588,0.7183704478543381
local_C,C,multilabel,13,0.435378853639547,30.08174870815128,7,0.6122767319638537,0.7163330607696184
local_C,C,multilabel,14,0.43468859150026834,30.336719006299973,7,0.611894383203607,0.7178164594427138
local_C,C,multilabel,15,0.4345772901590723,30.45399970561266,7,0.6126159599079531,0.718004047308543
local_C,C,multilabel,16,0.43438049313360755,30.196468888781965,7,0.6156122229222903,0.7192713189486943
local_C,C,multilabel,17,0.4339897012623557,30.225217181257904,7,0.6204814140710808,0.7208861610937525
local_C,C,multilabel,18,0.4335785721340319,30.39806191343814,7,0.6183145445262979,0.7203009374847558
local_C,C,multilabel,19,0.4332235490318632,30.440310360863805,7,0.6188537928677028,0.7212870178223684
local_C,C,multilabel,20,0.43286626791431954,30.415029479190707,7,0.6206668205549627,0.7204602930132351
local_C,C,multilabel,21,0.43233395938890695,30.29515049420297,7,0.6202094925464859,0.7199309960362219
local_C,C,multilabel,22,0.4319051027733044,30.345209567807615,7,0.6192797786315688,0.7206811817242154
local_C,C,multilabel,23,0.4316248534804713,30.203859395347536,7,0.620036471047699,0.7207164918680762
local_C,C,multilabel,24,0.431133944514024,30.222896565683186,7,0.616563012997406,0.7200746581674298
local_C,C,multilabel,25,0.4308207665916777,30.55648995935917,7,0.6187284835354366,0.7199546041145535
local_C,C,multilabel,26,0.4302723915690053,30.44502001348883,7,0.6179904560501407,0.7198118086683689
local_C,C,multilabel,27,0.43023375927531804,30.158638526685536,7,0.619584895202491,0.7195751084088453
local_C,C,multilabel,28,0.42984359760354035,30.289921695366502,7,0.6202422146228017,0.7212734755053334
local_C,C,multilabel,29,0.42938049213729634,30.400113347917795,7,0.6189336186358558,0.7197632852133231
local_C,C,multilabel,30,0.42889059101143023,30.339111632667482,7,0.6180303724298923,0.7203528262515729
local_C,C,multilabel,31,0.42859552996437045,29.93919043149799,7,0.6177253616008668,0.71956055144504
local_C,C,multilabel,32,0.42816946519552357,30.257773493416607,7,0.6194565047272349,0.7208953441741611
local_C,C,multilabel,33,0.4272424583017391,30.16422868706286,7,0.616784551059855,0.7175655981170319
local_C,C,multilabel,34,0.4272674166590628,30.13464226014912,7,0.6169278234129343,0.7201809626841172
local_C,C,multilabel,35,0.4265076283120761,30.221379534341395,7,0.6190983458630478,0.7199675058699224
